"","Lineup","Offensive Poss","ORtg","TO%","OREB%","Defensive Poss","DRtg","Forced TO%","Allowed OREB%","Team"
"1184","Atkins, Darion || Carrera, Michael || Harris, Elias || Lee, Paris || McLean, Tre || Taylor, Kameron",8,0.75,0,0.2,6,0.33,0.67,0.5,"Brose Bamberg"
"1185","Harris, Elias || Lee, Paris || Obasohan, Retin || Olinde, Louis || Taylor, Bryce",3,0.67,0,0.5,5,0.4,0.2,0.25,"Brose Bamberg"
"1186","Harris, Elias || McLean, Tre || Sengfelder, Christian || Taylor, Bryce || Weidemann, Nelson",5.44,0.55,0.55,0,4,0.75,0.25,0,"Brose Bamberg"
"1187","Lee, Paris || Marei, Assem || McLean, Tre || Olinde, Louis || Taylor, Bryce",5,0,0.4,0.25,5.44,1.29,0.18,1,"Brose Bamberg"
"1188","Carrera, Michael || Lee, Paris || Marei, Assem || Obasohan, Retin || Sengfelder, Christian || Taylor, Kameron",5.44,1.84,0,0,4,0,0.25,0,"Brose Bamberg"
"1189","Carrera, Michael || Harris, Elias || McLean, Tre || Obasohan, Retin || Sengfelder, Christian || Taylor, Kameron",4.88,1.23,0.2,0,4.88,0.41,0.41,0,"Brose Bamberg"
"1190","Atkins, Darion || Harris, Elias || Lee, Paris || McLean, Tre || Olinde, Louis",4,0.75,0.5,1,4.44,1.58,0,0,"Brose Bamberg"
"1191","Harris, Elias || Olinde, Louis || Sengfelder, Christian || Stuckey, Maurice || Taylor, Kameron",3,1.67,0.33,0.5,4.88,1.64,0,0,"Brose Bamberg"
"1192","Harris, Elias || Lee, Paris || McLean, Tre || Sengfelder, Christian || Weidemann, Nelson",3.88,1.03,0.26,0.5,3.44,2.62,0,1,"Brose Bamberg"
"1193","Harris, Elias || Lee, Paris || Marei, Assem || McLean, Tre || Taylor, Kameron",5,1.2,0.2,0.5,5,0.8,0.2,0,"Brose Bamberg"
"1194","Crawford, Jordan || Lee, Paris || Olinde, Louis || Sengfelder, Christian || Seric, Mateo",3.32,0.6,0.3,0,2.88,1.04,0,0.5,"Brose Bamberg"
"1195","Lee, Paris || Marei, Assem || McLean, Tre || Olinde, Louis || Weidemann, Nelson",4,1,0.5,NA,4.88,0.82,0.2,0.67,"Brose Bamberg"
"1196","Atkins, Darion || Carrera, Michael || Obasohan, Retin || Sengfelder, Christian || Taylor, Bryce || Taylor, Kameron",5,0,0.2,0,4.88,1.23,0.2,0.5,"Brose Bamberg"
"1197","Lee, Paris || Marei, Assem || Sengfelder, Christian || Taylor, Kameron || Weidemann, Nelson",4,0.5,0,0,4.88,0.82,0,0,"Brose Bamberg"
"1198","Carrera, Michael || Harris, Elias || Lee, Paris || Obasohan, Retin || Olinde, Louis",5,1.2,0,0,5,0.6,0.2,0,"Brose Bamberg"
"1199","Lee, Paris || Marei, Assem || McLean, Tre || Olinde, Louis || Stuckey, Maurice",4,1.25,0,0.33,3.88,0.77,0.26,0,"Brose Bamberg"
"1200","Marei, Assem || McLean, Tre || Obasohan, Retin || Sengfelder, Christian || Taylor, Kameron",3.88,1.03,0,0,3,0.67,0,0,"Brose Bamberg"
"1201","Lee, Paris || Marei, Assem || Olinde, Louis || Stuckey, Maurice || Taylor, Bryce",1.88,1.06,0,0,3,0.67,0,0.33,"Brose Bamberg"
"1202","Lee, Paris || Marei, Assem || McLean, Tre || Olinde, Louis || Taylor, Kameron",3,0.67,0.33,0.67,4,2.25,0,NA,"Brose Bamberg"
"1203","Harris, Elias || Lee, Paris || Sengfelder, Christian || Taylor, Bryce || Taylor, Kameron",3,0.67,0.33,0,3,2,0,0,"Brose Bamberg"
"1204","Atkins, Darion || Harris, Elias || Lee, Paris || Taylor, Bryce || Taylor, Kameron",3,2.33,0,NA,3.32,2.41,0,NA,"Brose Bamberg"
"1205","Carrera, Michael || Lee, Paris || Marei, Assem || McLean, Tre || Obasohan, Retin",2.44,2.05,0,NA,1.88,0.53,0,0,"Brose Bamberg"
"1206","Atkins, Darion || Lee, Paris || Olinde, Louis || Taylor, Bryce || Taylor, Kameron",5,1.6,0.4,0,3.88,1.8,0,0,"Brose Bamberg"
"1207","Atkins, Darion || Lee, Paris || Marei, Assem || Olinde, Louis || Taylor, Kameron",1,0,1,1,2,1,0,0.67,"Brose Bamberg"
"1208","Marei, Assem || Olinde, Louis || Stuckey, Maurice || Taylor, Bryce || Taylor, Kameron",3.32,0.9,0,0,2.88,1.39,0,0,"Brose Bamberg"
"1209","Lee, Paris || Olinde, Louis || Sengfelder, Christian || Taylor, Bryce || Taylor, Kameron",4,2.25,0.25,NA,4,0.5,0,0.25,"Brose Bamberg"
"1210","Carrera, Michael || Olinde, Louis || Sengfelder, Christian || Taylor, Kameron || Weidemann, Nelson",3,1.67,0,0,4,1.25,0.25,0.5,"Brose Bamberg"
"1211","Carrera, Michael || Harris, Elias || Olinde, Louis || Taylor, Bryce || Weidemann, Nelson",4,1.75,0,0,3,1,0,0,"Brose Bamberg"
"1212","Atkins, Darion || Lee, Paris || Obasohan, Retin || Seric, Mateo || Taylor, Bryce",3,1,0.33,0,2.32,0.86,0,0.5,"Brose Bamberg"
"1213","Atkins, Darion || Lee, Paris || McLean, Tre || Olinde, Louis || Taylor, Kameron",3,0,0.33,0,2.88,1.74,0.35,1,"Brose Bamberg"
"1214","Lee, Paris || Marei, Assem || McLean, Tre || Sengfelder, Christian",3,1.33,0,0,4,0,0.25,0,"Brose Bamberg"
"1215","Harris, Elias || McLean, Tre || Obasohan, Retin || Seric, Mateo || Taylor, Bryce",3,0,0,0,1.88,0.53,0.53,NA,"Brose Bamberg"
"1216","Harris, Elias || Lee, Paris || Obasohan, Retin || Sengfelder, Christian || Taylor, Kameron",4,0.5,0,0.33,3.88,1.55,0.26,NA,"Brose Bamberg"
"1217","Harris, Elias || Lee, Paris || McLean, Tre || Olinde, Louis || Stuckey, Maurice",1.88,0,0,0,2,0,0,0.33,"Brose Bamberg"
"1218","Carrera, Michael || Lee, Paris || Olinde, Louis || Sengfelder, Christian || Stuckey, Maurice",1,0,0,0,2,1,0,0.5,"Brose Bamberg"
"1219","Carrera, Michael || Lee, Paris || Marei, Assem || Olinde, Louis || Taylor, Bryce",2.88,0.69,0.35,0,3,0.67,0.33,0,"Brose Bamberg"
"1220","Carrera, Michael || Harris, Elias || McLean, Tre || Taylor, Bryce || Taylor, Kameron",2.76,1.45,0,0.5,3,0.67,0,0,"Brose Bamberg"
"1221","Olinde, Louis || Sengfelder, Christian || Stuckey, Maurice || Taylor, Bryce || Weidemann, Nelson",3,0,0.67,0.5,3,0.67,0.33,0,"Brose Bamberg"
"1222","Marei, Assem || Sengfelder, Christian || Stuckey, Maurice || Taylor, Bryce || Weidemann, Nelson",4,1.25,0.5,0,3,1.33,0.33,NA,"Brose Bamberg"
"1223","Atkins, Darion || Obasohan, Retin || Olinde, Louis || Sengfelder, Christian || Weidemann, Nelson",2,0,0.5,0,2.44,1.23,0,0.5,"Brose Bamberg"
"1224","Atkins, Darion || McLean, Tre || Obasohan, Retin || Sengfelder, Christian || Taylor, Bryce",3,1.67,0.33,NA,3,1.33,0,0,"Brose Bamberg"
"1225","Atkins, Darion || Lee, Paris || Olinde, Louis || Sengfelder, Christian || Taylor, Bryce",4,2,0,0.5,4,1.75,0,0,"Brose Bamberg"
"1226","Atkins, Darion || Lee, Paris || McLean, Tre || Sengfelder, Christian || Weidemann, Nelson",2.88,1.04,0,0.5,2,0,0,0,"Brose Bamberg"
"1227","Lee, Paris || Marei, Assem || Olinde, Louis || Seric, Mateo || Taylor, Kameron",2,1,0,0,3,1,0,0,"Brose Bamberg"
"1228","Harris, Elias || Obasohan, Retin || Sengfelder, Christian || Taylor, Kameron || Weidemann, Nelson",3,1.67,0.33,NA,2,0,0.5,0,"Brose Bamberg"
"1229","Harris, Elias || McLean, Tre || Olinde, Louis || Sengfelder, Christian || Weidemann, Nelson",4,0.5,0.5,0,3,0,0.33,0,"Brose Bamberg"
"1230","Harris, Elias || Lee, Paris || McLean, Tre || Olinde, Louis || Taylor, Kameron",2,1,0,0.5,2.88,0.69,0,0,"Brose Bamberg"
"1231","Lee, Paris || Marei, Assem || McLean, Tre || Sengfelder, Christian || Stuckey, Maurice",3,0,0,0.33,2.44,1.64,0,NA,"Brose Bamberg"
"1232","Harris, Elias || Lee, Paris || McLean, Tre || Seric, Mateo || Weidemann, Nelson",2,0,0.5,0.5,2,0,0,0,"Brose Bamberg"
"1233","Crawford, Jordan || Harris, Elias || Lee, Paris || Olinde, Louis || Taylor, Kameron",3.44,1.45,0,0,2,2.5,0,NA,"Brose Bamberg"
"1234","Carrera, Michael || Marei, Assem || McLean, Tre || Taylor, Kameron || Weidemann, Nelson",2.44,1.23,0.41,NA,1,0,0,0,"Brose Bamberg"
"1235","Atkins, Darion || Lee, Paris || Olinde, Louis || Sengfelder, Christian || Taylor, Kameron",2,0,0.5,0,3,1.33,0,0,"Brose Bamberg"
"1236","Atkins, Darion || Harris, Elias || Lee, Paris || Obasohan, Retin || Olinde, Louis",2,1,0,0,1.88,1.06,0,0,"Brose Bamberg"
"1237","Olinde, Louis || Sengfelder, Christian || Taylor, Bryce || Taylor, Kameron || Weidemann, Nelson",1,0,0,1,1,2,0,1,"Brose Bamberg"
"1238","McLean, Tre || Olinde, Louis || Seric, Mateo || Weidemann, Nelson",1.88,1.06,0,0,1.88,2.13,0,NA,"Brose Bamberg"
"1239","Lee, Paris || Olinde, Louis || Sengfelder, Christian || Seric, Mateo",2,1,0,0.5,3,0,0,0,"Brose Bamberg"
"1240","Harris, Elias || McLean, Tre || Sengfelder, Christian || Stuckey, Maurice || Taylor, Kameron",2,1.5,0.5,NA,3,1.67,0,0.5,"Brose Bamberg"
"1241","Harris, Elias || Lee, Paris || Olinde, Louis || Seric, Mateo || Taylor, Kameron",2,2,0,1,2,1.5,0.5,NA,"Brose Bamberg"
"1242","Harris, Elias || Lee, Paris || McLean, Tre || Sengfelder, Christian",4,0.5,0.25,0,3,1.67,0.33,NA,"Brose Bamberg"
"1243","Harris, Elias || Lee, Paris || Marei, Assem || Olinde, Louis || Taylor, Kameron",1,0,1,NA,2,2,0,1,"Brose Bamberg"
"1244","Carrera, Michael || Marei, Assem || McLean, Tre || Obasohan, Retin || Sengfelder, Christian || Taylor, Kameron",3,0,0,0.33,1.88,2.13,0,1,"Brose Bamberg"
"1245","Carrera, Michael || Lee, Paris || McLean, Tre || Olinde, Louis || Sengfelder, Christian",2,1.5,0.5,NA,3.88,1.03,0,0.5,"Brose Bamberg"
"1246","Carrera, Michael || Lee, Paris || Marei, Assem || Olinde, Louis || Taylor, Kameron",2,0,0,0,2,1,0,0,"Brose Bamberg"
"1247","Carrera, Michael || Harris, Elias || Lee, Paris || Olinde, Louis || Sengfelder, Christian || Taylor, Kameron",3,1.67,0,0,4,1,0.25,0.5,"Brose Bamberg"
"1248","Atkins, Darion || McLean, Tre || Obasohan, Retin || Seric, Mateo || Taylor, Kameron",1.88,1.06,0,0,1,0,0,0,"Brose Bamberg"
"1249","Atkins, Darion || McLean, Tre || Obasohan, Retin || Olinde, Louis || Sengfelder, Christian",1,0,0,0,1.44,0,0,0.5,"Brose Bamberg"
"1250","Lee, Paris || Olinde, Louis || Sengfelder, Christian || Taylor, Kameron || Weidemann, Nelson",3.88,0.26,0.26,0,2,1,0.5,NA,"Brose Bamberg"
"1251","Harris, Elias || Lee, Paris || Olinde, Louis || Taylor, Kameron || Weidemann, Nelson",2,2,0,NA,0,NA,NA,NA,"Brose Bamberg"
"1252","Carrera, Michael || Marei, Assem || McLean, Tre || Taylor, Bryce || Weidemann, Nelson",2,2,0,NA,3,0,0.67,0,"Brose Bamberg"
"1253","Carrera, Michael || Marei, Assem || McLean, Tre || Stuckey, Maurice || Taylor, Kameron",2.32,2.16,0,1,1,0,0,0,"Brose Bamberg"
"1254","Atkins, Darion || Olinde, Louis || Sengfelder, Christian || Taylor, Bryce || Taylor, Kameron",1,2,0,1,1.44,0.69,0,0,"Brose Bamberg"
"1255","Atkins, Darion || McLean, Tre || Obasohan, Retin || Sengfelder, Christian || Taylor, Kameron",3,1.33,0.33,NA,2.88,1.04,0.35,NA,"Brose Bamberg"
"1256","Atkins, Darion || Lee, Paris || Obasohan, Retin || Olinde, Louis || Sengfelder, Christian",2,0,0,0,1.44,2.08,0,NA,"Brose Bamberg"
"1257","Obasohan, Retin || Olinde, Louis || Sengfelder, Christian || Taylor, Bryce || Taylor, Kameron",2,0,0.5,0,2,1,0,1,"Brose Bamberg"
"1258","Marei, Assem || McLean, Tre || Obasohan, Retin || Sengfelder, Christian || Taylor, Bryce",1.44,0.69,0,0,0.88,0,0,NA,"Brose Bamberg"
"1259","Harris, Elias || Lee, Paris || McLean, Tre || Olinde, Louis || Seric, Mateo",2,1,0,0,2,1,0,0,"Brose Bamberg"
"1260","Crawford, Jordan || Harris, Elias || Lee, Paris || Olinde, Louis || Seric, Mateo",2,1,0,0,1,3,0,NA,"Brose Bamberg"
"1261","Carrera, Michael || Lee, Paris || Marei, Assem || McLean, Tre || Stuckey, Maurice",2,1,0.5,NA,3,1.33,0,0,"Brose Bamberg"
"1262","Atkins, Darion || Lee, Paris || Seric, Mateo || Taylor, Bryce || Taylor, Kameron",1,3,0,NA,1,0,1,NA,"Brose Bamberg"
"1263","Atkins, Darion || Harris, Elias || Obasohan, Retin || Taylor, Bryce || Taylor, Kameron",1,0,0,0,3,0.67,0.33,0,"Brose Bamberg"
"1264","Olinde, Louis || Sengfelder, Christian || Stuckey, Maurice || Taylor, Bryce || Taylor, Kameron",1.44,2.08,0,NA,1,0,0,0,"Brose Bamberg"
"1265","Marei, Assem || McLean, Tre || Olinde, Louis || Stuckey, Maurice || Taylor, Kameron",2,1.5,0,0,2.32,1.29,0.43,NA,"Brose Bamberg"
"1266","Harris, Elias || Lee, Paris || McLean, Tre || Olinde, Louis || Weidemann, Nelson",2,0,0.5,0,1,0,1,NA,"Brose Bamberg"
"1267","Harris, Elias || Lee, Paris || McLean, Tre || Obasohan, Retin || Olinde, Louis",2,1,0,0,2,1.5,0,0,"Brose Bamberg"
"1268","Atkins, Darion || Obasohan, Retin || Olinde, Louis || Sengfelder, Christian || Taylor, Kameron",2,1,0,0,1,0,0,0,"Brose Bamberg"
"1269","Atkins, Darion || Carrera, Michael || Lee, Paris || Seric, Mateo || Taylor, Bryce || Taylor, Kameron",1,2,0,NA,1,0,0,0.5,"Brose Bamberg"
"1270","Harris, Elias || Obasohan, Retin || Olinde, Louis || Taylor, Bryce || Taylor, Kameron",1,2,0,NA,1,3,0,NA,"Brose Bamberg"
"1271","Harris, Elias || Obasohan, Retin || Olinde, Louis || Sengfelder, Christian || Taylor, Kameron",1,0,0,0,1.32,2.27,0,NA,"Brose Bamberg"
"1272","Carrera, Michael || Lee, Paris || Olinde, Louis || Sengfelder, Christian || Taylor, Bryce",2,0,0.5,0,2,3,0,NA,"Brose Bamberg"
"1273","Atkins, Darion || Obasohan, Retin || Olinde, Louis || Seric, Mateo || Taylor, Bryce",2,1,0,0,1.88,1.06,0,NA,"Brose Bamberg"
"1274","Atkins, Darion || McLean, Tre || Olinde, Louis || Taylor, Bryce || Taylor, Kameron",2,1,0,0,1.88,1.6,0,NA,"Brose Bamberg"
"1275","Atkins, Darion || McLean, Tre || Obasohan, Retin || Olinde, Louis || Taylor, Bryce",1,0,0,0,1.88,2.13,0,NA,"Brose Bamberg"
"1276","Atkins, Darion || Harris, Elias || McLean, Tre || Taylor, Bryce || Taylor, Kameron",1,0,0,0,1,0,0,0,"Brose Bamberg"
"1277","Lee, Paris || Marei, Assem || Olinde, Louis || Taylor, Bryce || Weidemann, Nelson",2,0,0.5,0,2,1.5,0,0,"Brose Bamberg"
"1278","Harris, Elias || Marei, Assem || McLean, Tre || Obasohan, Retin || Taylor, Bryce",1,0,0,0,2,1,0,1,"Brose Bamberg"
"1279","Harris, Elias || Lee, Paris || McLean, Tre || Seric, Mateo || Taylor, Kameron",1,0,0,0,2,0,1,NA,"Brose Bamberg"
"1280","Atkins, Darion || Lee, Paris || McLean, Tre || Sengfelder, Christian || Taylor, Bryce",1,0,0,0,0,NA,NA,NA,"Brose Bamberg"
"1281","Atkins, Darion || Carrera, Michael || Harris, Elias || McLean, Tre || Obasohan, Retin || Taylor, Kameron",1,2,0,1,0,NA,NA,NA,"Brose Bamberg"
"1282","Harris, Elias || McLean, Tre || Obasohan, Retin || Taylor, Bryce || Weidemann, Nelson",1,0,0,0,0.88,2.27,0,NA,"Brose Bamberg"
"1283","Harris, Elias || Lee, Paris || Marei, Assem || Obasohan, Retin || Olinde, Louis",2,1,0,0,1,0,0,0,"Brose Bamberg"
"1284","Carrera, Michael || Harris, Elias || Lee, Paris || McLean, Tre || Stuckey, Maurice",1,2,0,NA,2,1,0,0,"Brose Bamberg"
"1285","Harris, Elias || Lee, Paris || Obasohan, Retin || Sengfelder, Christian || Stuckey, Maurice",1,0,0,0,1,0,0,0,"Brose Bamberg"
"1286","Crawford, Jordan || Harris, Elias || Obasohan, Retin || Olinde, Louis || Seric, Mateo",1,0,1,NA,1,0,0,0,"Brose Bamberg"
"1287","Carrera, Michael || Lee, Paris || Marei, Assem || McLean, Tre || Taylor, Kameron",1,3,0,NA,0,NA,NA,NA,"Brose Bamberg"
"1288","Harris, Elias || McLean, Tre || Olinde, Louis || Sengfelder, Christian || Taylor, Kameron",1,0,0,0,1,0,0,0,"Brose Bamberg"
"1289","Atkins, Darion || Lee, Paris || Marei, Assem || Taylor, Bryce || Taylor, Kameron",1,3,0,NA,1,0,0,0,"Brose Bamberg"
"1290","Lee, Paris || Obasohan, Retin || Olinde, Louis || Sengfelder, Christian || Taylor, Bryce",1,0,0,0,0,NA,NA,NA,"Brose Bamberg"
"1291","Lee, Paris || Marei, Assem || Olinde, Louis || Seric, Mateo || Taylor, Bryce",1,0,1,NA,0,NA,NA,NA,"Brose Bamberg"
"1292","Harris, Elias || Lee, Paris || McLean, Tre || Sengfelder, Christian || Stuckey, Maurice",1,0,0,0,0,NA,NA,NA,"Brose Bamberg"
"1293","Eatherton, Scott || Jallow, Karim || Lawson III, Joseph || Releford, Trevor || Wank, Lukas",102.28,1.26,0.22,0.48,104.92,1.06,0.2,0.23,"Basketball Löwen Braunschweig"
"1294","Eatherton, Scott || Jallow, Karim || Klepeisz, Thomas || Lawson III, Joseph || Releford, Trevor",80.76,1.16,0.17,0.37,77.6,1.17,0.12,0.26,"Basketball Löwen Braunschweig"
"1295","Eatherton, Scott || Jallow, Karim || Lyles, Jairus || Releford, Trevor || Staiger, Lucca",63.12,1.12,0.19,0.38,66.36,1.04,0.17,0.27,"Basketball Löwen Braunschweig"
"1296","Eatherton, Scott || Jallow, Karim || Klepeisz, Thomas || Lyles, Jairus || Staiger, Lucca",60.48,1.07,0.13,0.32,59.84,1.17,0.1,0.27,"Basketball Löwen Braunschweig"
"1297","Eatherton, Scott || Klepeisz, Thomas || Lawson III, Joseph || Releford, Trevor || Staiger, Lucca",56.4,1.19,0.12,0.14,57.52,1.15,0.16,0.4,"Basketball Löwen Braunschweig"
"1298","Eatherton, Scott || Jallow, Karim || Klepeisz, Thomas || Releford, Trevor || Staiger, Lucca",50.04,1.16,0.22,0.4,56.24,1.39,0.2,0.4,"Basketball Löwen Braunschweig"
"1299","Eatherton, Scott || Jallow, Karim || Klepeisz, Thomas || Lyles, Jairus || Releford, Trevor",48.92,1.23,0.12,0.35,50.2,0.84,0.24,0.36,"Basketball Löwen Braunschweig"
"1300","Eatherton, Scott || Jallow, Karim || Klepeisz, Thomas || Releford, Trevor || Wank, Lukas",36.4,1.24,0.14,0.38,40.96,1.05,0.12,0.32,"Basketball Löwen Braunschweig"
"1301","Eatherton, Scott || Jallow, Karim || Lawson III, Joseph || Releford, Trevor || Zeeb, Garai",31.84,1.54,0.13,0.64,32.4,0.96,0.28,0.4,"Basketball Löwen Braunschweig"
"1302","Eatherton, Scott || Klepeisz, Thomas || Lawson III, Joseph || Mushidi, Kostja || Releford, Trevor",29.92,1.17,0.1,0.53,34.48,1.57,0.12,0.55,"Basketball Löwen Braunschweig"
"1303","Eatherton, Scott || Klepeisz, Thomas || Lawson III, Joseph || Lyles, Jairus || Staiger, Lucca",31.76,1.39,0.16,0.27,31.76,1.32,0.09,0.2,"Basketball Löwen Braunschweig"
"1304","Klepeisz, Thomas || Lawson III, Joseph || Marelja, Aleksandar || Releford, Trevor || Wank, Lukas",19.72,1.52,0.2,0.62,13.72,0.95,0.36,0.71,"Basketball Löwen Braunschweig"
"1305","Eatherton, Scott || Jallow, Karim || Pwono, Henry || Releford, Trevor || Wank, Lukas",23.52,1.57,0.13,0.29,25.44,1.18,0.24,0.2,"Basketball Löwen Braunschweig"
"1306","Eatherton, Scott || Jallow, Karim || Klepeisz, Thomas || Marelja, Aleksandar || Releford, Trevor",19.32,1.35,0.16,0.43,19.32,0.72,0.05,0.27,"Basketball Löwen Braunschweig"
"1307","Eatherton, Scott || Klepeisz, Thomas || Lawson III, Joseph || Releford, Trevor || Wank, Lukas",20.76,1.25,0.19,0.33,22.52,1.24,0.13,0.25,"Basketball Löwen Braunschweig"
"1308","Jallow, Karim || Klepeisz, Thomas || Lawson III, Joseph || Lyles, Jairus || Releford, Trevor",19.52,1.02,0.1,0.12,16.4,1.22,0.18,0.25,"Basketball Löwen Braunschweig"
"1309","Eatherton, Scott || Jallow, Karim || Klepeisz, Thomas || Lawson III, Joseph || Zeeb, Garai",16.16,1.42,0.06,0.5,14.76,0.68,0.27,0,"Basketball Löwen Braunschweig"
"1310","Jallow, Karim || Klepeisz, Thomas || Lawson III, Joseph || Lyles, Jairus || Staiger, Lucca",17.4,1.21,0.23,0.6,17.64,1.02,0.17,0.33,"Basketball Löwen Braunschweig"
"1311","Jallow, Karim || Klepeisz, Thomas || Lyles, Jairus || Releford, Trevor || Wank, Lukas",14.4,1.53,0.21,0.6,16.64,1.68,0.06,0.4,"Basketball Löwen Braunschweig"
"1312","Eatherton, Scott || Lawson III, Joseph || Releford, Trevor || Staiger, Lucca || Wank, Lukas",12.08,1.08,0.17,0.57,12.32,1.3,0.16,0.67,"Basketball Löwen Braunschweig"
"1313","Eatherton, Scott || Jallow, Karim || Marelja, Aleksandar || Releford, Trevor || Zeeb, Garai",13.76,1.24,0.15,0.33,12.88,1.09,0.16,0.62,"Basketball Löwen Braunschweig"
"1314","Eatherton, Scott || Klepeisz, Thomas || Mushidi, Kostja || Pwono, Henry || Releford, Trevor",14.76,1.56,0.07,0.2,13.64,1.1,0.22,0.43,"Basketball Löwen Braunschweig"
"1315","Jallow, Karim || Klepeisz, Thomas || Lawson III, Joseph || Releford, Trevor || Staiger, Lucca",12.2,1.64,0.16,0.33,10.76,2.23,0,0.8,"Basketball Löwen Braunschweig"
"1316","Klepeisz, Thomas || Lawson III, Joseph || Marelja, Aleksandar || Mushidi, Kostja || Releford, Trevor",13.2,1.59,0.15,0,12.84,1.17,0.23,0.4,"Basketball Löwen Braunschweig"
"1317","Eatherton, Scott || Klepeisz, Thomas || Lawson III, Joseph || Releford, Trevor || Zeeb, Garai",12.2,1.31,0.33,0.5,11.96,1.59,0.08,0.67,"Basketball Löwen Braunschweig"
"1318","Klepeisz, Thomas || Marelja, Aleksandar || Mushidi, Kostja || Pwono, Henry || Releford, Trevor",12.44,0.96,0,0,14.52,1.38,0.14,0.25,"Basketball Löwen Braunschweig"
"1319","Eatherton, Scott || Klepeisz, Thomas || Lawson III, Joseph || Lyles, Jairus || Releford, Trevor",13.2,1.21,0.08,0.17,12.76,0.94,0.31,0.25,"Basketball Löwen Braunschweig"
"1320","Klepeisz, Thomas || Lawson III, Joseph || Marelja, Aleksandar || Mushidi, Kostja || Zeeb, Garai",13.4,1.49,0.07,0.33,8.64,1.04,0,0.33,"Basketball Löwen Braunschweig"
"1321","Jallow, Karim || Lawson III, Joseph || Lyles, Jairus || Marelja, Aleksandar || Releford, Trevor",14.76,1.02,0.07,0.25,16,0.56,0.25,0.18,"Basketball Löwen Braunschweig"
"1322","Eatherton, Scott || Lawson III, Joseph || Lyles, Jairus || Releford, Trevor || Staiger, Lucca",10.64,0.94,0,0.17,10.08,1.09,0.1,0,"Basketball Löwen Braunschweig"
"1323","Eatherton, Scott || Marelja, Aleksandar || Releford, Trevor || Staiger, Lucca || Wank, Lukas",15.32,1.63,0.13,0.71,14.32,1.61,0,0.5,"Basketball Löwen Braunschweig"
"1324","Eatherton, Scott || Jallow, Karim || Lawson III, Joseph || Mushidi, Kostja || Releford, Trevor",13.44,1.34,0.22,0.86,11,0.18,0.36,0.14,"Basketball Löwen Braunschweig"
"1325","Eatherton, Scott || Jallow, Karim || Klepeisz, Thomas || Lawson III, Joseph || Lyles, Jairus",17,1.24,0.18,0.17,13.88,1.3,0.22,0.4,"Basketball Löwen Braunschweig"
"1326","Eatherton, Scott || Klepeisz, Thomas || Mushidi, Kostja || Pwono, Henry || Zeeb, Garai",12.64,1.58,0,0.43,11,0.64,0.09,0,"Basketball Löwen Braunschweig"
"1327","Klepeisz, Thomas || Lawson III, Joseph || Lyles, Jairus || Marelja, Aleksandar || Staiger, Lucca",9.88,0.61,0,0.14,11.4,1.23,0,0,"Basketball Löwen Braunschweig"
"1328","Klepeisz, Thomas || Lawson III, Joseph || Marelja, Aleksandar || Releford, Trevor || Staiger, Lucca",7.88,0.51,0.51,0.67,9.88,1.62,0,0.5,"Basketball Löwen Braunschweig"
"1329","Jallow, Karim || Klepeisz, Thomas || Lyles, Jairus || Marelja, Aleksandar || Staiger, Lucca",10.44,1.05,0.29,0.5,12.44,1.37,0.24,0,"Basketball Löwen Braunschweig"
"1330","Klepeisz, Thomas || Marelja, Aleksandar || Pwono, Henry || Wank, Lukas || Zeeb, Garai",10.32,0.68,0.1,0.33,6.76,0.44,0.3,0,"Basketball Löwen Braunschweig"
"1331","Jallow, Karim || Klepeisz, Thomas || Lyles, Jairus || Marelja, Aleksandar || Releford, Trevor",13,0.92,0.08,0.25,12.76,0.63,0.47,0,"Basketball Löwen Braunschweig"
"1332","Klepeisz, Thomas || Marelja, Aleksandar || Mushidi, Kostja || Pwono, Henry || Zeeb, Garai",8.32,1.2,0.24,0,8.08,0.87,0.12,0.4,"Basketball Löwen Braunschweig"
"1333","Klepeisz, Thomas || Marelja, Aleksandar || Mushidi, Kostja || Pwono, Henry || Wank, Lukas",8.32,1.2,0.12,0.5,7.88,1.14,0.13,0.25,"Basketball Löwen Braunschweig"
"1334","Jallow, Karim || Lyles, Jairus || Marelja, Aleksandar || Releford, Trevor || Staiger, Lucca",8,0.5,0.38,0.25,11.52,0.52,0.26,0.2,"Basketball Löwen Braunschweig"
"1335","Eatherton, Scott || Klepeisz, Thomas || Lyles, Jairus || Releford, Trevor || Staiger, Lucca",10.32,1.16,0.1,0,9.44,0.85,0.11,0.2,"Basketball Löwen Braunschweig"
"1336","Jallow, Karim || Marelja, Aleksandar || Releford, Trevor || Wank, Lukas || Zeeb, Garai",9.76,1.43,0.31,1,9.2,1.2,0.33,1,"Basketball Löwen Braunschweig"
"1337","Eatherton, Scott || Lawson III, Joseph || Releford, Trevor || Staiger, Lucca || Zeeb, Garai",10,0.6,0.3,0,7.2,1.67,0.14,0.5,"Basketball Löwen Braunschweig"
"1338","Eatherton, Scott || Jallow, Karim || Klepeisz, Thomas || Mushidi, Kostja || Releford, Trevor",7,1.57,0.14,0.5,7.76,1.16,0.26,0.33,"Basketball Löwen Braunschweig"
"1339","Jallow, Karim || Lawson III, Joseph || Lyles, Jairus || Releford, Trevor || Staiger, Lucca",8.32,1.2,0.12,0.25,9.88,1.32,0.3,0.5,"Basketball Löwen Braunschweig"
