"","Lineup","Offensive Poss","ORtg","TO%","OREB%","Defensive Poss","DRtg","Forced TO%","Allowed OREB%","Team"
"1979","Bowlin, Skyler || Koch, Florian || Pipiras, Rytis || Richter, Johannes || Wells, Cameron",4,2,0,0,3.88,1.29,0.26,0,"s.Oliver Würzburg"
"1980","Bowlin, Skyler || Hoffmann, Felix || Koch, Florian || Richter, Johannes || Wells, Cameron",3,0.67,0.33,0,3.88,1.29,0,0,"s.Oliver Würzburg"
"1981","Bowlin, Skyler || Etou, Junior || Hoffmann, Felix || Hulls, Jordan || Obiesie, Joshua",1.88,1.06,0,0,1.88,1.6,0,1,"s.Oliver Würzburg"
"1982","Allen, Noah || Haßfurther, Nils || Hulls, Jordan || Koch, Florian || Richter, Johannes",5,1.2,0.2,1,2,2.5,0,NA,"s.Oliver Würzburg"
"1983","Albus, Julian || Bowlin, Skyler || Fischer, Luke || Hulls, Jordan || Koch, Florian",3,0.67,0.67,NA,2.88,1.39,0,0,"s.Oliver Würzburg"
"1984","Etou, Junior || Hoffmann, Felix || Hulls, Jordan || Koch, Florian || Wells, Cameron",4,1,0.25,0.5,3,1.67,0,0,"s.Oliver Würzburg"
"1985","Chapman, Brekkott || Haßfurther, Nils || Hulls, Jordan || Koch, Florian || Richter, Johannes",2.88,1.39,0,0.5,2,0,0,0,"s.Oliver Würzburg"
"1986","Bowlin, Skyler || Hulls, Jordan || Koch, Florian || Richter, Johannes || Wells, Cameron",2,1,0,0,0.88,3.41,1.14,Inf,"s.Oliver Würzburg"
"1987","Haßfurther, Nils || Hoffmann, Felix || Hulls, Jordan || Obiesie, Joshua || Richter, Johannes",3,0,1,1,3,1.33,0,0,"s.Oliver Würzburg"
"1988","Fischer, Luke || Haßfurther, Nils || Hoffmann, Felix || Obiesie, Joshua || Rudd, Victor",3.88,0.26,0.26,0,3,0.67,0,0,"s.Oliver Würzburg"
"1989","Etou, Junior || Fischer, Luke || Haßfurther, Nils || Hoffmann, Felix || Wells, Cameron",2.44,2.46,0,NA,2,1,0,0.5,"s.Oliver Würzburg"
"1990","Bowlin, Skyler || Fischer, Luke || Koch, Florian || Richter, Johannes || Wells, Cameron",1,0,0,0.5,2.44,1.23,0.41,NA,"s.Oliver Würzburg"
"1991","Bowlin, Skyler || Chapman, Brekkott || Hulls, Jordan || Koch, Florian || Richter, Johannes",2.88,1.74,0.35,Inf,2,1.5,0,0,"s.Oliver Würzburg"
"1992","Allen, Noah || Bowlin, Skyler || Haßfurther, Nils || Hulls, Jordan || Richter, Johannes",3.88,2.06,0,1,3,1.67,0.33,NA,"s.Oliver Würzburg"
"1993","Etou, Junior || Haßfurther, Nils || Hulls, Jordan || Koch, Florian || Rudd, Victor",2.88,0.35,0.35,0,2,1,0,0,"s.Oliver Würzburg"
"1994","Bowlin, Skyler || Hoffmann, Felix || Obiesie, Joshua || Richter, Johannes || Wells, Cameron",2.32,1.29,0,0,3,2,0,NA,"s.Oliver Würzburg"
"1995","Bowlin, Skyler || Hoffmann, Felix || Hulls, Jordan || Richter, Johannes || Rudd, Victor",3.88,2.06,0,0,3,0.67,0,0,"s.Oliver Würzburg"
"1996","Bowlin, Skyler || Etou, Junior || Hulls, Jordan || Koch, Florian || Wells, Cameron",1,0,0,0,0.76,1.32,0,Inf,"s.Oliver Würzburg"
"1997","Bowlin, Skyler || Etou, Junior || Fischer, Luke || Koch, Florian || Rudd, Victor",3,1,0.33,0,2,1,0.5,NA,"s.Oliver Würzburg"
"1998","Albus, Julian || Etou, Junior || Hulls, Jordan || Richter, Johannes || Wells, Cameron",1.44,2.08,0,NA,1.32,2.27,0,1,"s.Oliver Würzburg"
"1999","Etou, Junior || Haßfurther, Nils || Hulls, Jordan || Richter, Johannes || Wells, Cameron",3,0.67,0,0.5,0,NA,NA,NA,"s.Oliver Würzburg"
"2000","Chapman, Brekkott || Haßfurther, Nils || Hulls, Jordan || Obiesie, Joshua || Richter, Johannes",2,1.5,0,0.5,3,0,0.33,0.5,"s.Oliver Würzburg"
"2001","Chapman, Brekkott || Haßfurther, Nils || Hoffmann, Felix || Richter, Johannes || Wells, Cameron",3.44,0.87,0.58,NA,2.88,2.08,0,NA,"s.Oliver Würzburg"
"2002","Bowlin, Skyler || Fischer, Luke || Hoffmann, Felix || Obiesie, Joshua || Rudd, Victor",1,0,0,0,2,1.5,0.5,1,"s.Oliver Würzburg"
"2003","Bowlin, Skyler || Etou, Junior || Fischer, Luke || Hulls, Jordan || Wells, Cameron",1,0,0,0,2.88,1.39,0,0,"s.Oliver Würzburg"
"2004","Bowlin, Skyler || Etou, Junior || Fischer, Luke || Hulls, Jordan || Obiesie, Joshua",1,0,1,0,2,1,0,0,"s.Oliver Würzburg"
"2005","Allen, Noah || Hulls, Jordan || Koch, Florian || Richter, Johannes || Wells, Cameron",3,1,0.33,0,4,1.25,0.25,0.5,"s.Oliver Würzburg"
"2006","Allen, Noah || Chapman, Brekkott || Haßfurther, Nils || Hoffmann, Felix || Obiesie, Joshua",2,0,1,1,2,2,0,NA,"s.Oliver Würzburg"
"2007","Allen, Noah || Bowlin, Skyler || Fischer, Luke || Hulls, Jordan || Wells, Cameron",3,0.67,0,0,2.88,2.43,0,NA,"s.Oliver Würzburg"
"2008","Etou, Junior || Haßfurther, Nils || Hulls, Jordan || Koch, Florian || Wells, Cameron",3.44,0.87,0.58,0,2,3,0,NA,"s.Oliver Würzburg"
"2009","Bowlin, Skyler || Hulls, Jordan || Pipiras, Rytis || Rudd, Victor || Wells, Cameron",2,0,0,0,1.88,0.53,0,0,"s.Oliver Würzburg"
"2010","Bowlin, Skyler || Etou, Junior || Haßfurther, Nils || Hoffmann, Felix || Hulls, Jordan",2,2,0,NA,2.44,1.64,0.41,NA,"s.Oliver Würzburg"
"2011","Bowlin, Skyler || Haßfurther, Nils || Koch, Florian || Richter, Johannes || Wells, Cameron",2,0,0.5,0,3.44,1.74,0.29,NA,"s.Oliver Würzburg"
"2012","Bowlin, Skyler || Chapman, Brekkott || Haßfurther, Nils || Hoffmann, Felix || Richter, Johannes",2,1,0,0.5,1,0,0,0,"s.Oliver Würzburg"
"2013","Allen, Noah || Fischer, Luke || Haßfurther, Nils || Obiesie, Joshua || Wells, Cameron",2,1,0.5,NA,3.44,0.87,0,0,"s.Oliver Würzburg"
"2014","Hulls, Jordan || Koch, Florian || Obiesie, Joshua || Richter, Johannes || Wells, Cameron",1,0,1,NA,1.32,2.27,0,NA,"s.Oliver Würzburg"
"2015","Hoffmann, Felix || Hulls, Jordan || Koch, Florian || Weitzel, Jonas || Wells, Cameron",2,1,0,0,1.88,2.13,0,NA,"s.Oliver Würzburg"
"2016","Etou, Junior || Hulls, Jordan || Koch, Florian || Richter, Johannes || Wells, Cameron",1,0,0,0,1,0,0,0.5,"s.Oliver Würzburg"
"2017","Etou, Junior || Hoffmann, Felix || Hulls, Jordan || Obiesie, Joshua || Rudd, Victor",2,2,0,1,2.88,1.04,0,0,"s.Oliver Würzburg"
"2018","Etou, Junior || Fischer, Luke || Haßfurther, Nils || Hulls, Jordan || Wells, Cameron",1,0,1,1,2,0,0,0,"s.Oliver Würzburg"
"2019","Etou, Junior || Fischer, Luke || Haßfurther, Nils || Hulls, Jordan || Rudd, Victor",2,0,0.5,0,3,1.33,0,0,"s.Oliver Würzburg"
"2020","Bowlin, Skyler || Hulls, Jordan || Koch, Florian || Pipiras, Rytis || Rudd, Victor",2,2,0,NA,0,NA,NA,NA,"s.Oliver Würzburg"
"2021","Allen, Noah || Haßfurther, Nils || Obiesie, Joshua || Richter, Johannes || Wells, Cameron",1,0,1,NA,2,1.5,0,0,"s.Oliver Würzburg"
"2022","Albus, Julian || Bowlin, Skyler || Koch, Florian || Richter, Johannes || Wells, Cameron",2,0,0.5,0,1,2,0,NA,"s.Oliver Würzburg"
"2023","Bowlin, Skyler || Koch, Florian || Obiesie, Joshua || Richter, Johannes || Rudd, Victor",1,0,0,0,0.88,2.27,0,NA,"s.Oliver Würzburg"
"2024","Bowlin, Skyler || Hoffmann, Felix || Hulls, Jordan || Obiesie, Joshua || Richter, Johannes",2,1,0,0,1,0,0,0,"s.Oliver Würzburg"
"2025","Allen, Noah || Fischer, Luke || Hulls, Jordan || Koch, Florian || Wells, Cameron",2,1,0,0,2,1,0,0,"s.Oliver Würzburg"
"2026","Hoffmann, Felix || Koch, Florian || Richter, Johannes || Rudd, Victor || Wells, Cameron",1,2,0,NA,1.88,1.06,0,1,"s.Oliver Würzburg"
"2027","Hoffmann, Felix || Hulls, Jordan || Koch, Florian || Richter, Johannes || Rudd, Victor",2,1,0,0,2,1,0.5,NA,"s.Oliver Würzburg"
"2028","Bowlin, Skyler || Fischer, Luke || Hulls, Jordan || Pipiras, Rytis || Wells, Cameron",1,0,0,0,1.32,1.52,0,NA,"s.Oliver Würzburg"
"2029","Bowlin, Skyler || Fischer, Luke || Hoffmann, Felix || Richter, Johannes || Wells, Cameron",2,1,0.5,NA,2,0,0,0,"s.Oliver Würzburg"
"2030","Allen, Noah || Bowlin, Skyler || Chapman, Brekkott || Fischer, Luke || Hulls, Jordan",1,0,0,0,2,2,0,NA,"s.Oliver Würzburg"
"2031","Etou, Junior || Hoffmann, Felix || Hulls, Jordan || Obiesie, Joshua || Wells, Cameron",1,0,0,0,2,2.5,0,NA,"s.Oliver Würzburg"
"2032","Hoffmann, Felix || Hulls, Jordan || Obiesie, Joshua || Pipiras, Rytis || Rudd, Victor",2,1.5,0,0,2,1.5,0,0,"s.Oliver Würzburg"
"2033","Chapman, Brekkott || Fischer, Luke || Hoffmann, Felix || Hulls, Jordan || Obiesie, Joshua",2,1.5,0,0,2,1.5,0.5,NA,"s.Oliver Würzburg"
"2034","Bowlin, Skyler || Koch, Florian || Rudd, Victor || Weitzel, Jonas || Wells, Cameron",1,0,0,0,0,NA,NA,NA,"s.Oliver Würzburg"
"2035","Haßfurther, Nils || Hulls, Jordan || Koch, Florian || Rudd, Victor || Weitzel, Jonas",1,0,0,0,0.88,2.27,0,NA,"s.Oliver Würzburg"
"2036","Bowlin, Skyler || Hulls, Jordan || Pipiras, Rytis || Richter, Johannes || Wells, Cameron",1,0,1,NA,1,2,0,NA,"s.Oliver Würzburg"
"2037","Bowlin, Skyler || Koch, Florian || Obiesie, Joshua || Pipiras, Rytis || Wells, Cameron",1,0,0,0,1,3,0,NA,"s.Oliver Würzburg"
"2038","Chapman, Brekkott || Fischer, Luke || Haßfurther, Nils || Hoffmann, Felix || Obiesie, Joshua",1,2,0,NA,1,2,0,NA,"s.Oliver Würzburg"
"2039","Alford, Bryce || Bruinsma, Evan || Robinson, James || Travis, Reid || Woodard, James",85.12,1.27,0.16,0.49,93.8,1.22,0.1,0.38,"medi bayreuth"
"2040","Doreth, Bastian || Linhart, Nate || Meisner, Lukas || Seiferth, Andreas || Woodard, James",94.72,1.35,0.15,0.32,94.6,1.12,0.15,0.33,"medi bayreuth"
"2041","Alford, Bryce || Bruinsma, Evan || Linhart, Nate || Robinson, James || Travis, Reid",58.68,1.07,0.12,0.31,54.6,0.9,0.18,0.16,"medi bayreuth"
"2042","Bruinsma, Evan || Linhart, Nate || Robinson, James || Travis, Reid || Woodard, James",56.04,1.14,0.11,0.28,54.16,1.11,0.2,0.25,"medi bayreuth"
"2043","Alford, Bryce || Meisner, Lukas || Robinson, James || Travis, Reid || Woodard, James",46.4,1.29,0.13,0.35,51.72,1.28,0.15,0.28,"medi bayreuth"
"2044","Linhart, Nate || Robinson, James || Seiferth, Andreas || Travis, Reid || Woodard, James",51.96,0.96,0.23,0.33,57.08,1.3,0.19,0.4,"medi bayreuth"
"2045","Alford, Bryce || Doreth, Bastian || Linhart, Nate || Meisner, Lukas || Seiferth, Andreas",46.72,1.03,0.24,0.36,49.52,1.51,0.08,0.47,"medi bayreuth"
"2046","Alford, Bryce || Bruinsma, Evan || Doreth, Bastian || Travis, Reid || Woodard, James",39.84,1,0.05,0.28,37.92,1.13,0.18,0.42,"medi bayreuth"
"2047","Alford, Bryce || Doreth, Bastian || Linhart, Nate || Meisner, Lukas || Travis, Reid",43.08,1.07,0.14,0.2,42.6,1.08,0.09,0.29,"medi bayreuth"
"2048","Alford, Bryce || Bruinsma, Evan || Linhart, Nate || Robinson, James || Seiferth, Andreas",33.04,1.06,0.18,0.08,29.8,1.58,0.1,0.5,"medi bayreuth"
"2049","Doreth, Bastian || Jones, Lucious || Linhart, Nate || Seiferth, Andreas || Woodard, James",29.52,1.36,0.17,0.45,34.88,1.03,0.14,0.24,"medi bayreuth"
"2050","Doreth, Bastian || Linhart, Nate || Meisner, Lukas || Travis, Reid || Woodard, James",32.72,1.68,0.09,0.54,30.2,1.19,0.13,0.5,"medi bayreuth"
"2051","Linhart, Nate || Meisner, Lukas || Robinson, James || Travis, Reid || Woodard, James",26.08,1.3,0.08,0.25,27.52,1.16,0.25,0.45,"medi bayreuth"
"2052","Bruinsma, Evan || Doreth, Bastian || Linhart, Nate || Seiferth, Andreas || Woodard, James",31.88,1.16,0.13,0.2,33.32,1.47,0.12,0.4,"medi bayreuth"
"2053","Bruinsma, Evan || Doreth, Bastian || Linhart, Nate || Travis, Reid || Woodard, James",28.96,1.17,0.07,0.4,26.84,1.6,0.11,0.43,"medi bayreuth"
"2054","Alford, Bryce || Meisner, Lukas || Robinson, James || Seiferth, Andreas || Woodard, James",27.84,1.54,0.11,0.33,28.08,0.82,0.11,0.14,"medi bayreuth"
"2055","Linhart, Nate || Meisner, Lukas || Robinson, James || Seiferth, Andreas || Woodard, James",26.64,1.31,0.15,0.22,22.64,0.71,0.13,0.15,"medi bayreuth"
"2056","Bruinsma, Evan || Jones, Lucious || Robinson, James || Travis, Reid || Woodard, James",21.76,0.83,0,0.28,25.2,1.23,0.2,0.33,"medi bayreuth"
"2057","Doreth, Bastian || Grüttner Bacoul, Joanic || Linhart, Nate || Travis, Reid || Woodard, James",27.4,1.93,0.04,0.25,26.52,0.94,0.26,0,"medi bayreuth"
"2058","Alford, Bryce || Bruinsma, Evan || Robinson, James || Seiferth, Andreas || Woodard, James",29.64,1.15,0.07,0.15,26.32,1.25,0.15,0.18,"medi bayreuth"
"2059","Alford, Bryce || Bruinsma, Evan || Doreth, Bastian || Linhart, Nate || Travis, Reid",18.28,1.31,0.16,0.43,16.76,1.07,0,0.22,"medi bayreuth"
"2060","Alford, Bryce || Doreth, Bastian || Meisner, Lukas || Raffington, Justin || Woodard, James",15.88,0.88,0.19,0.42,17.76,1.41,0.11,0.29,"medi bayreuth"
"2061","Alford, Bryce || Linhart, Nate || Meisner, Lukas || Robinson, James || Seiferth, Andreas",15.64,1.09,0.13,0,16.2,1.17,0.06,0.25,"medi bayreuth"
"2062","Alford, Bryce || Doreth, Bastian || Linhart, Nate || Meisner, Lukas || Raffington, Justin",21.28,0.85,0.42,0.2,20.64,1.45,0.1,0.25,"medi bayreuth"
"2063","Alford, Bryce || Bruinsma, Evan || Grüttner Bacoul, Joanic || Robinson, James || Travis, Reid",14.04,1.42,0,0.75,12.76,1.41,0,0.2,"medi bayreuth"
"2064","Alford, Bryce || Bruinsma, Evan || Doreth, Bastian || Meisner, Lukas || Woodard, James",16.64,1.44,0.06,0.25,16.16,1.3,0.06,0.4,"medi bayreuth"
"2065","Alford, Bryce || Bruinsma, Evan || Meisner, Lukas || Robinson, James || Travis, Reid",16.88,0.77,0.06,0.36,18,0.89,0.11,0.11,"medi bayreuth"
"2066","Bruinsma, Evan || Linhart, Nate || Robinson, James || Seiferth, Andreas || Woodard, James",18.88,1.32,0.11,0.5,15.88,1.39,0,0.14,"medi bayreuth"
"2067","Bruinsma, Evan || Linhart, Nate || Meisner, Lukas || Robinson, James || Woodard, James",13.4,1.27,0.3,0.5,16.2,1.36,0.06,0.5,"medi bayreuth"
"2068","Alford, Bryce || Doreth, Bastian || Meisner, Lukas || Seiferth, Andreas || Woodard, James",14.32,1.26,0.14,0.17,15.08,1.19,0.07,0,"medi bayreuth"
"2069","Alford, Bryce || Linhart, Nate || Meisner, Lukas || Robinson, James || Travis, Reid",13.08,1.61,0.15,0.25,14.08,1.42,0,0.2,"medi bayreuth"
"2070","Doreth, Bastian || Linhart, Nate || Seiferth, Andreas || Travis, Reid || Woodard, James",16.64,1.02,0.18,0.3,15.32,1.37,0.2,0.2,"medi bayreuth"
"2071","Alford, Bryce || Doreth, Bastian || Meisner, Lukas || Travis, Reid || Woodard, James",13.76,0.8,0.29,0.17,14.64,0.82,0.2,0.14,"medi bayreuth"
"2072","Alford, Bryce || Doreth, Bastian || Jones, Lucious || Meisner, Lukas || Raffington, Justin",15.64,1.73,0.06,0.4,15.2,1.97,0,0,"medi bayreuth"
"2073","Alford, Bryce || Doreth, Bastian || Jones, Lucious || Seiferth, Andreas || Woodard, James",13.88,0.72,0.29,0.58,12.64,1.27,0.16,0.2,"medi bayreuth"
"2074","Alford, Bryce || Jones, Lucious || Linhart, Nate || Robinson, James || Travis, Reid",14.88,1.28,0.2,0,13.32,0.75,0.23,0.14,"medi bayreuth"
"2075","Alford, Bryce || Jones, Lucious || Robinson, James || Travis, Reid || Woodard, James",9.76,1.54,0,0.4,8.52,1.64,0.12,1.5,"medi bayreuth"
"2076","Alford, Bryce || Meisner, Lukas || Raffington, Justin || Robinson, James || Woodard, James",12.64,1.34,0.24,0.4,10.88,1.01,0.18,0.25,"medi bayreuth"
"2077","Alford, Bryce || Bruinsma, Evan || Doreth, Bastian || Linhart, Nate || Seiferth, Andreas",10.52,1.33,0.1,0.33,11.88,1.01,0,0,"medi bayreuth"
"2078","Jones, Lucious || Linhart, Nate || Robinson, James || Seiferth, Andreas || Woodard, James",11.64,1.55,0.17,0,10.64,0.85,0.19,0.25,"medi bayreuth"
"2079","Alford, Bryce || Doreth, Bastian || Grüttner Bacoul, Joanic || Meisner, Lukas || Raffington, Justin",12.88,0.78,0.16,0,12.32,1.14,0.24,0.25,"medi bayreuth"
"2080","Doreth, Bastian || Meisner, Lukas || Raffington, Justin || Robinson, James || Woodard, James",12.64,1.42,0,0,11.88,0.34,0.25,0.12,"medi bayreuth"
"2081","Bruinsma, Evan || Doreth, Bastian || Linhart, Nate || Robinson, James || Travis, Reid",11.88,0.93,0.25,0.2,11.76,1.02,0.09,0.29,"medi bayreuth"
"2082","Alford, Bryce || Doreth, Bastian || Meisner, Lukas || Raffington, Justin || Robinson, James",12.32,1.22,0.16,0.2,12.88,1.4,0.08,0,"medi bayreuth"
"2083","Alford, Bryce || Linhart, Nate || Robinson, James || Seiferth, Andreas || Travis, Reid",8.88,0.9,0.23,0.5,11,1.73,0,0.4,"medi bayreuth"
"2084","Alford, Bryce || Bruinsma, Evan || Doreth, Bastian || Seiferth, Andreas || Woodard, James",9.88,1.42,0.1,0.25,9.88,0.61,0.1,0,"medi bayreuth"
"2085","Alford, Bryce || Doreth, Bastian || Jones, Lucious || Linhart, Nate || Travis, Reid",7.88,0.38,0.51,0.62,7.88,1.4,0.38,0.75,"medi bayreuth"
"2086","Alford, Bryce || Bruinsma, Evan || Meisner, Lukas || Robinson, James || Woodard, James",11.76,1.87,0.09,0.4,13,1.38,0.08,0,"medi bayreuth"
"2087","Doreth, Bastian || Jones, Lucious || Meisner, Lukas || Raffington, Justin || Woodard, James",9.76,0.92,0.1,0.2,9,1.33,0.22,0.33,"medi bayreuth"
"2088","Alford, Bryce || Bruinsma, Evan || Doreth, Bastian || Grüttner Bacoul, Joanic || Seiferth, Andreas",7.2,1.25,0,0.5,6.88,1.45,0.29,0.67,"medi bayreuth"
"2089","Doreth, Bastian || Linhart, Nate || Meisner, Lukas || Robinson, James || Travis, Reid",9,0.78,0.22,0.33,10,1.3,0.1,0.33,"medi bayreuth"
"2090","Alford, Bryce || Grüttner Bacoul, Joanic || Linhart, Nate || Robinson, James || Seiferth, Andreas",8.32,0.72,0.12,0,9.76,1.02,0.1,0.17,"medi bayreuth"
"2091","Alford, Bryce || Doreth, Bastian || Grüttner Bacoul, Joanic || Robinson, James || Travis, Reid",10.32,0.87,0.1,0.2,10,1.3,0.1,0.5,"medi bayreuth"
"2092","Alford, Bryce || Bruinsma, Evan || Raffington, Justin || Robinson, James || Woodard, James",8.88,1.46,0,0,7.32,0.82,0.14,0.67,"medi bayreuth"
"2093","Bruinsma, Evan || Doreth, Bastian || Jones, Lucious || Travis, Reid || Woodard, James",8.64,1.04,0.23,0.25,8,1.62,0.38,1,"medi bayreuth"
"2094","Alford, Bryce || Jones, Lucious || Linhart, Nate || Robinson, James || Seiferth, Andreas",10.76,1.39,0,0.25,10,1,0.4,0,"medi bayreuth"
"2095","Alford, Bryce || Bruinsma, Evan || Doreth, Bastian || Jones, Lucious || Raffington, Justin",8.76,0.91,0.11,0.25,5,0.4,0,0.2,"medi bayreuth"
"2096","Bruinsma, Evan || Linhart, Nate || Meisner, Lukas || Robinson, James || Seiferth, Andreas",7.88,1.27,0.13,0,7.64,0.79,0,0.2,"medi bayreuth"
"2097","Alford, Bryce || Doreth, Bastian || Meisner, Lukas || Robinson, James || Seiferth, Andreas",9.88,1.52,0,0.25,10.88,1.1,0.18,0.25,"medi bayreuth"
"2098","Alford, Bryce || Doreth, Bastian || Jones, Lucious || Meisner, Lukas || Travis, Reid",7.76,0.64,0.13,0.25,7,1.14,0.14,0,"medi bayreuth"
"2099","Jones, Lucious || Linhart, Nate || Robinson, James || Travis, Reid || Woodard, James",6.32,1.42,0.16,0,5.76,0.69,0,0.4,"medi bayreuth"
"2100","Jones, Lucious || Meisner, Lukas || Robinson, James || Travis, Reid || Woodard, James",6.88,1.02,0,0.2,7.76,1.68,0,0.5,"medi bayreuth"
"2101","Doreth, Bastian || Meisner, Lukas || Robinson, James || Travis, Reid || Woodard, James",5.76,1.39,0.17,0.5,3.88,1.55,0,0.5,"medi bayreuth"
"2102","Doreth, Bastian || Linhart, Nate || Meisner, Lukas || Robinson, James || Seiferth, Andreas",4,1,0,0,6,0.33,0.17,0.4,"medi bayreuth"
"2103","Alford, Bryce || Doreth, Bastian || Grüttner Bacoul, Joanic || Meisner, Lukas || Travis, Reid",9,0.67,0.11,0.33,7,1.14,0.14,0.5,"medi bayreuth"
"2104","Alford, Bryce || Grüttner Bacoul, Joanic || Robinson, James || Seiferth, Andreas || Travis, Reid",6.32,0.79,0.32,0.33,4.88,1.02,0.2,0,"medi bayreuth"
"2105","Alford, Bryce || Grüttner Bacoul, Joanic || Robinson, James || Seiferth, Andreas || Woodard, James",5.88,1.53,0.17,0.5,7,1,0.29,0,"medi bayreuth"
"2106","Bruinsma, Evan || Doreth, Bastian || Jones, Lucious || Raffington, Justin || Woodard, James",4,2.25,0,0,5.88,0.85,0.17,0.5,"medi bayreuth"
"2107","Alford, Bryce || Grüttner Bacoul, Joanic || Robinson, James || Travis, Reid || Woodard, James",3,0,0,0,6,1.67,0,0.67,"medi bayreuth"
"2108","Alford, Bryce || Bruinsma, Evan || Jones, Lucious || Robinson, James || Travis, Reid",6.32,0.63,0.32,0,5,0.6,0.2,0,"medi bayreuth"
"2109","Doreth, Bastian || Jones, Lucious || Linhart, Nate || Meisner, Lukas || Woodard, James",4,1,0.5,NA,5.44,0.55,0.18,0.25,"medi bayreuth"
"2110","Alford, Bryce || Bruinsma, Evan || Jones, Lucious || Raffington, Justin || Robinson, James",5.44,0.92,0.18,0,6,1,0.33,0.67,"medi bayreuth"
"2111","Alford, Bryce || Doreth, Bastian || Linhart, Nate || Seiferth, Andreas || Woodard, James",6.44,0.93,0,0,6.76,2.22,0,NA,"medi bayreuth"
"2112","Alford, Bryce || Robinson, James || Seiferth, Andreas || Travis, Reid || Woodard, James",5.44,2.21,0,0.5,5.44,1.47,0,0.6,"medi bayreuth"
"2113","Doreth, Bastian || Grüttner Bacoul, Joanic || Robinson, James || Travis, Reid || Woodard, James",4.32,1.39,0,0.5,4.44,1.8,0,0,"medi bayreuth"
"2114","Alford, Bryce || Jones, Lucious || Robinson, James || Seiferth, Andreas || Woodard, James",3.44,1.16,0,0.33,3.88,1.8,0,0.67,"medi bayreuth"
"2115","Alford, Bryce || Grüttner Bacoul, Joanic || Meisner, Lukas || Robinson, James || Seiferth, Andreas",5,1,0.2,0,4.88,1.02,0.2,0,"medi bayreuth"
"2116","Alford, Bryce || Bruinsma, Evan || Doreth, Bastian || Raffington, Justin || Woodard, James",5,2.2,0,0.67,5.88,1.02,0.17,0.33,"medi bayreuth"
"2117","Bruinsma, Evan || Doreth, Bastian || Meisner, Lukas || Robinson, James || Travis, Reid",4,1.25,0,0,3.88,1.29,0,0.33,"medi bayreuth"
"2118","Alford, Bryce || Bruinsma, Evan || Doreth, Bastian || Linhart, Nate || Meisner, Lukas",4,1.25,0.5,NA,3.88,1.03,0.26,0.5,"medi bayreuth"
"2119","Doreth, Bastian || Grüttner Bacoul, Joanic || Meisner, Lukas || Raffington, Justin || Woodard, James",3.88,0.77,0,0,2.76,1.45,0,0.5,"medi bayreuth"
"2120","Alford, Bryce || Linhart, Nate || Robinson, James || Travis, Reid || Woodard, James",3.88,1.03,0.26,0,4,1.25,0.5,NA,"medi bayreuth"
"2121","Alford, Bryce || Doreth, Bastian || Jones, Lucious || Meisner, Lukas || Seiferth, Andreas",4,0.75,0.25,0,3.32,0.3,0,0.33,"medi bayreuth"
"2122","Alford, Bryce || Bruinsma, Evan || Doreth, Bastian || Jones, Lucious || Travis, Reid",4.88,1.43,0.2,0,3.88,1.03,0,0,"medi bayreuth"
"2123","Alford, Bryce || Doreth, Bastian || Linhart, Nate || Seiferth, Andreas || Travis, Reid",1.88,1.06,0.53,1,2,1.5,0,0,"medi bayreuth"
"2124","Alford, Bryce || Bruinsma, Evan || Meisner, Lukas || Pryszcz, Lukas || Robinson, James",3,0.67,0,0.5,3.44,1.45,0,0.5,"medi bayreuth"
"2125","Bruinsma, Evan || Doreth, Bastian || Linhart, Nate || Robinson, James || Seiferth, Andreas",5.88,2.21,0,NA,5,1.4,0.2,0,"medi bayreuth"
"2126","Grüttner Bacoul, Joanic || Linhart, Nate || Robinson, James || Travis, Reid || Woodard, James",2,1,0,0,2.88,1.04,0.35,1,"medi bayreuth"
"2127","Alford, Bryce || Doreth, Bastian || Grüttner Bacoul, Joanic || Linhart, Nate || Travis, Reid",1.88,2.66,0,NA,3.88,2.06,0,0,"medi bayreuth"
"2128","Alford, Bryce || Doreth, Bastian || Meisner, Lukas || Robinson, James || Travis, Reid",4,2.25,0,0,5,1.6,0.2,1,"medi bayreuth"
"2129","Doreth, Bastian || Jones, Lucious || Linhart, Nate || Robinson, James || Woodard, James",1.88,0.53,0,0,2,1,0,0,"medi bayreuth"
"2130","Bruinsma, Evan || Doreth, Bastian || Linhart, Nate || Meisner, Lukas || Seiferth, Andreas",3,0,0.33,0.33,3,0.67,0,0,"medi bayreuth"
"2131","Alford, Bryce || Doreth, Bastian || Grüttner Bacoul, Joanic || Raffington, Justin || Robinson, James",3,0.67,0,0,1.88,0.53,0.53,NA,"medi bayreuth"
"2132","Alford, Bryce || Doreth, Bastian || Grüttner Bacoul, Joanic || Travis, Reid || Woodard, James",2.44,2.05,0,NA,1.88,1.06,0,0,"medi bayreuth"
"2133","Alford, Bryce || Bruinsma, Evan || Grüttner Bacoul, Joanic || Robinson, James || Seiferth, Andreas",1,2,0,NA,2.32,1.29,0,1,"medi bayreuth"
"2134","Grüttner Bacoul, Joanic || Meisner, Lukas || Robinson, James || Seiferth, Andreas || Woodard, James",2.76,1.09,0,0,2,0,0,0,"medi bayreuth"
"2135","Doreth, Bastian || Grüttner Bacoul, Joanic || Linhart, Nate || Seiferth, Andreas || Woodard, James",3,1,0.33,0,2,1,0,0.5,"medi bayreuth"
"2136","Alford, Bryce || Jones, Lucious || Meisner, Lukas || Robinson, James || Travis, Reid",2,1,0,0.5,1,0,0,0,"medi bayreuth"
